CalDateValue,JourneyRef,VehicleRef,Driver
20201125,420004,8808,171-1111
20201125,410003,8785,171-1111
20201125,130004,8873,171-1111
20201125,20011,1554,170-1111
20201125,700006,1772,170-1111
20201125,750002,1630,170-1111
20201125,10007,1571,170-1111
20201125,240006,1614,170-1111
20201125,90003,97,264-1111
20201125,10011,1572,170-1111
20201125,30006,8704,171-1111
20201125,750002,1630,170-1111
20201125,250001,8737,171-1111
20201125,400006,8789,171-1111
20201125,120003,8767,171-1111
20201125,20009,1536,170-1111
20201125,700008,1771,170-1111
20201125,10014,1574,170-1111
20201125,90003,97,264-1111
20201125,790004,8786,171-1111
20201125,800002,2133,170-1111
20201125,420001,8783,171-1111
20201125,110003,8849,171-1111
20201125,720003,1766,170-1111
20201125,200004,8734,171-1111
20201125,750003,1640,170-1111
20201125,120006,8761,171-1111
20201125,30005,8713,171-1111
20201125,280003,8788,171-1111
20201125,250008,8739,171-1111
20201125,100004,1699,170-1111
20201125,460003,1619,170-1111
20201125,10009,1539,170-1111
20201125,220004,8872,171-1111
20201125,230002,1759,170-1111
20201125,240004,2089,170-1111
20201125,160002,2162,170-1111
20201125,450005,8817,171-1111
20201125,430001,8814,171-1111
20201125,30008,8712,171-1111
20201125,410005,8790,171-1111
20201125,110006,8851,171-1111
20201125,200005,8733,171-1111
20201125,830001,1869,170-1111
20201125,220003,8841,171-1111
20201125,130006,8721,171-1111
20201125,400008,8740,171-1111
20201125,150003,8813,171-1111
20201125,700005,1764,170-1111
20201125,240006,1614,170-1111
20201125,150004,8785,171-1111
20201125,700003,1763,170-1111
20201125,140005,8861,171-1111
20201125,210003,8791,171-1111
20201125,410013,8799,171-1111
20201125,20008,1561,170-1111
20201125,20011,1554,170-1111
20201125,240008,2091,170-1111
20201125,20013,1560,170-1111
20201125,460002,1617,170-1111
20201125,30007,8706,171-1111
20201125,10008,1547,170-1111
20201125,450006,8784,171-1111
20201125,230007,1604,170-1111
20201125,720005,1767,170-1111
20201125,90005,94,264-1111
20201125,140003,8853,171-1111
20201125,790001,8782,171-1111
20201125,780001,1627,170-1111
20201125,140006,8852,171-1111
20201125,720002,1765,170-1111
20201125,240001,1616,170-1111
20201125,10010,1552,170-1111
20201125,820005,1873,170-1111
20201125,10011,1572,170-1111
20201125,30009,8711,171-1111
20201125,30012,8701,171-1111
20201125,100006,1696,170-1111
20201125,740003,1866,170-1111
20201125,90007,96,264-1111
20201125,140006,8852,171-1111
20201125,250010,8731,171-1111
20201125,250012,8728,171-1111
20201125,30010,8710,171-1111
20201125,230004,1595,170-1111
20201125,160004,2161,170-1111
20201125,110008,8834,171-1111
20201125,700010,1776,170-1111
20201125,250003,8738,171-1111
20201125,730001,1868,170-1111
20201125,460005,1620,170-1111
20201125,130005,8840,171-1111
20201125,780003,1638,170-1111
20201125,400010,8722,171-1111
20201125,20038,1769,170-1111
20201125,120005,8760,171-1111
20201125,150005,8787,171-1111
20201125,110010,8871,171-1111
20201125,160001,1596,170-1111
20201125,410007,8792,171-1111
20201125,410007,8792,171-1111
20201125,770002,1625,170-1111
20201125,420003,8808,171-1111
20201125,20010,1564,170-1111
20201125,10015,1567,170-1111
20201125,10017,1558,170-1111
20201125,410007,8792,171-1111
20201125,90002,93,264-1111
20201125,20015,1556,170-1111
20201125,100005,1695,170-1111
20201125,400012,8789,171-1111
20201125,420006,8783,171-1111
20201125,140008,8831,171-1111
20201125,250012,8728,171-1111
20201125,500008,1777,170-1111
20201125,240010,1615,170-1111
20201125,200007,8730,171-1111
20201125,430002,8814,171-1111
20201125,400014,8735,171-1111
20201125,220006,8828,171-1111
20201125,240008,2091,170-1111
20201125,110005,8837,171-1111
20201125,410002,8790,171-1111
20201125,450007,8811,171-1111
20201125,140012,8847,171-1111
20201125,20019,1542,170-1111
20201125,10013,1562,170-1111
20201125,120008,8769,171-1111
20201125,10012,1549,170-1111
20201125,130006,8827,171-1111
20201125,10017,1558,170-1111
20201125,410009,8796,171-1111
20201125,830003,1863,170-1111
20201125,400001,8740,171-1111
20201125,440001,8794,171-1111
20201125,440001,8794,171-1111
20201125,90007,96,264-1111
20201125,20017,1570,170-1111
20201125,200006,8720,171-1111
20201125,230006,1606,170-1111
20201125,790006,8793,171-1111
20201125,20012,1576,170-1111
20201125,450009,8797,171-1111
20201125,30011,8714,171-1111
20201125,100008,1694,170-2705
20201125,100010,1702,170-1111
20201125,150006,8812,171-1111
20201125,100007,1700,170-1111
20201125,210002,8788,171-1111
20201125,450008,8817,171-1111
20201125,230009,1608,170-1111
20201125,110007,8829,171-1111
20201125,850001,8755,171-1111
20201125,400016,8727,171-1111
20201125,2170001,1635,170-1111
20201125,220005,8856,171-1111
20201125,700005,1764,170-1111
20201125,820007,1873,170-1111
20201125,140010,8848,171-1111
20201125,410004,8792,171-1111
20201125,720007,1769,170-1111
20201125,750005,1628,170-1111
20201125,10021,1545,170-1111
20201125,220008,8835,171-1111
20201125,160003,1598,170-1111
20201125,230019,1607,170-1111
20201125,450013,8810,171-1111
20201125,30014,8702,171-1111
20201125,20022,1541,170-1111
20201125,230013,1762,170-1111
20201125,500004,1623,170-1111
20201125,90004,97,264-1111
20201125,230011,1774,170-1111
20201125,130008,8855,171-1111
20201125,240003,2090,170-1111
20201125,160006,1597,170-1111
20201125,800004,1872,170-1111
20201125,770003,1637,170-1111
20201125,200008,8816,171-1111
20201125,120010,8770,171-1111
20201125,250005,8744,171-1111
20201125,120007,8764,171-1111
20201125,10014,1574,170-1111
20201125,200009,8721,171-1111
20201125,430003,8814,171-1111
20201125,20014,1569,170-1111
20201125,10021,1545,170-1111
20201125,410004,8792,171-1111
20201125,220033,8874,171-1111
20201125,460007,1617,170-1111
20201125,460004,1619,170-1111
20201125,760001,1629,170-1111
20201125,10023,1540,170-1111
20201125,410017,8803,171-1111
20201125,700014,1786,170-1111
20201125,420005,8783,171-1111
20201125,450011,8784,171-1111
20201125,210007,8804,171-1111
20201125,20021,1550,170-1111
20201125,30013,8704,171-1111
20201125,410011,8790,171-1111
20201125,160005,1601,170-1111
20201125,20022,1541,170-1111
20201125,220010,8859,171-1111
20201125,100009,1698,170-1111
20201125,160008,1600,170-1111
20201125,20016,1555,170-1111
20201125,440002,8796,171-1111
20201125,400003,8722,171-1111
20201125,230006,1606,170-1111
20201125,200010,8724,171-1111
20201125,450010,8815,171-1111
20201125,10023,1540,170-1111
20201125,230019,1603,170-1111
20201125,420008,8808,171-1111
20201125,130007,8873,171-1111
20201125,720009,1770,170-1111
20201125,250014,8737,171-1111
20201125,700007,2163,170-1111
20201125,450017,8809,171-1111
20201125,400018,8789,171-1111
20201125,110009,8850,171-1111
20201125,220007,8836,171-1111
20201125,230026,1603,170-1111
20201125,10025,1566,170-1111
20201125,730003,1867,170-1111
20201125,90006,94,264-1111
20201125,20025,1557,170-1111
20201125,230015,1758,170-1111
20201125,280007,8801,171-1111
20201125,10017,1558,170-1111
20201125,230014,1603,170-1111
20201125,10016,1573,170-1111
20201125,700016,1778,170-1111
20201125,120012,8767,171-1111
20201125,30016,8713,171-1111
20201125,230014,1603,170-1111
20201125,700018,1785,170-1111
20201125,700012,1783,170-1111
20201125,720004,1768,170-1111
20201125,110014,8860,171-1111
20201125,250007,8739,171-1111
20201125,240012,2092,170-1111
20201125,230018,1611,170-1111
20201125,250011,8742,171-1111
20201125,90009,93,264-1111
20201125,790008,8782,171-1111
20201125,240014,1616,170-1111
20201125,150009,8780,171-1111
20201125,200013,8729,171-1111
20201125,400020,8740,171-1111
20201125,410013,8799,171-1111
20201125,230021,1612,170-1111
20201125,460006,1620,170-1111
20201125,120009,8761,171-1111
20201125,230010,1609,170-1111
20201125,770005,1625,170-1111
20201125,100012,1701,170-1111
20201125,20030,1546,170-1111
20201125,750007,1630,170-1111
20201125,150008,8813,171-1111
20201125,220009,8858,171-1111
20201125,140007,8838,171-1111
20201125,160005,1601,170-1111
20201125,20018,1544,170-1111
20201125,20023,1577,170-1111
20201125,30015,8712,171-1111
20201125,10018,1534,170-1111
20201125,200011,8734,171-1111
20201125,100011,1691,170-1111
20201125,400005,8735,171-1111
20201125,730004,1868,170-1111
20201125,130009,8864,171-1111
20201125,500008,1777,170-1111
20201125,10019,1548,170-1111
20201125,240005,2089,170-1111
20201125,140014,8853,171-1111
20201125,820009,1873,170-1111
20201125,30018,8706,171-1111
20201125,450012,8811,171-1111
20201125,740005,1870,170-1111
20201125,230008,1610,170-1111
20201125,110011,8851,171-1111
20201125,120014,8766,171-1111
20201125,130010,8840,171-1111
20201125,100014,1692,170-1111
20201125,250016,8726,171-1111
20201125,280008,8791,171-1111
20201125,110016,8849,171-1111
20201125,10021,1545,170-1111
20201125,720004,1768,170-1111
20201125,2060003,8754,171-1111
20201125,220012,8854,171-1111
20201125,200010,8724,171-1111
20201125,450014,8797,171-1111
20201125,440003,8794,171-1111
20201125,210005,8788,171-1111
20201125,450015,8817,171-1111
20201125,20024,1559,170-1111
20201125,230017,1759,170-1111
20201125,10020,1536,170-1111
20201125,250009,8731,171-1111
20201125,20020,1560,170-1111
20201125,410015,8792,171-1111
20201125,430004,8814,171-1111
20201125,100013,1699,170-1111
20201125,460008,1617,170-1111
20201125,770004,1637,170-1111
20201125,110018,8830,171-1111
20201125,410006,8799,171-1111
20201125,420007,8808,171-1111
20201125,420010,8783,171-1111
20201125,400022,8722,171-1111
20201125,30017,8710,171-1111
20201125,110013,8834,171-1111
20201125,20027,1538,170-1111
20201125,830005,1869,170-1111
20201125,700009,1771,170-1111
20201125,10022,1571,170-1111
20201125,2090002,1631,170-1111
20201125,10023,1540,170-1111
20201125,240018,1624,170-1111
20201125,160010,1596,170-1111
20201125,790010,8790,171-1111
20201125,140009,8852,171-1111
20201125,460011,1619,170-1111
20201125,200013,8729,171-1111
20201125,500004,1623,170-1111
20201125,810001,1871,170-1111
20201125,90011,97,264-1111
20201125,130011,8827,171-1111
20201125,240007,1614,170-1111
20201125,140016,8874,171-1111
20201125,140011,8833,171-1111
20201125,130012,8831,171-1111
20201125,400024,8789,171-1111
20201125,220011,8872,171-1111
20201125,30022,8711,171-1111
20201125,720011,1779,170-1111
20201125,20022,1541,170-1111
20201125,800006,2133,170-1111
20201125,450017,8809,171-1111
20201125,10026,1539,170-1111
20201125,120016,8760,171-1111
20201125,400007,8740,171-1111
20201125,10025,1566,170-1111
20201125,240016,2093,170-1111
20201125,450016,8784,171-1111
20201125,220014,8841,171-1111
20201125,160007,2162,170-1111
20201125,250018,8738,171-1111
20201125,230012,1761,170-1111
20201125,90008,96,264-1111
20201125,280010,8786,171-1111
20201125,10024,1554,170-1111
20201125,430005,8814,171-1111
20201125,220016,8865,171-1111
20201125,100016,1697,170-1111
20201125,230011,1789,170-1111
20201125,120013,8769,171-1111
20201125,220013,8839,171-1111
20201125,150013,8785,171-1111
20201125,30019,8701,171-1111
20201125,410017,8803,171-1111
20201125,860002,8753,171-1111
20201125,2100002,1639,170-1111
20201125,250020,8727,171-1111
20201125,400026,8735,171-1111
20201125,700020,1790,170-1111
20201125,150010,8787,171-1111
20201125,140018,8861,171-1111
20201125,100015,1696,170-1111
20201125,20029,1537,170-1111
20201125,10027,1565,170-1111
20201125,130013,8862,171-1111
20201125,410019,8799,171-1111
20201125,450019,8815,171-1111
20201125,460013,1620,170-1111
20201125,100020,1695,170-1111
20201125,240009,2094,170-1111
20201125,10030,1572,170-1111
20201125,90013,94,264-1111
20201125,100018,1693,170-1111
20201125,730005,1861,170-1111
20201125,820011,1873,170-1111
20201125,450018,8810,171-1111
20201125,770006,1637,170-1111
20201125,790012,8796,171-1111
20201125,30024,8714,171-1111
20201125,20031,1553,170-1111
20201125,250013,8728,171-1111
20201125,110015,8871,171-1111
20201125,2040001,8755,171-1111
20201125,700011,1784,170-1111
20201125,30021,8702,171-1111
20201125,10028,1556,170-1111
20201125,230021,1612,170-1111
20201125,420012,8808,171-1111
20201125,780002,1627,170-1111
20201125,120018,8846,171-1111
20201125,30016,8703,171-1111
20201125,10029,1561,170-1111
20201125,200012,8733,171-1111
20201125,400009,8722,171-1111
20201125,2080002,1640,170-1111
20201125,140020,8845,171-1111
20201125,130014,8873,171-1111
20201125,230014,1603,170-1111
20201125,460015,1617,170-1111
20201125,430006,8814,171-1111
20201125,30020,8703,171-1111
20201125,10029,1791,170-1111
20201125,250015,8725,171-1111
20201125,2160004,1791,170-1111
20201125,20026,1542,170-1111
20201125,100017,1694,170-2705
20201125,700022,1763,170-1111
20201125,2160004,1791,170-1111
20201125,210007,8804,171-1111
20201125,110020,8837,171-1111
20201125,120015,8770,171-1111
20201125,400028,8740,171-1111
20201125,450021,8811,171-1111
20201125,420009,8783,171-1111
20201125,720006,1766,170-1111
20201125,130015,8855,171-1111
20201125,830007,1863,170-1111
20201125,20033,1547,170-1111
20201125,10031,1573,170-1111
20201125,410008,8794,171-1111
20201125,90010,93,264-1111
20201125,160009,2161,170-1111
20201125,400030,8789,171-1111
20201125,200015,8720,171-1111
20201125,740002,1870,170-1111
20201125,10037,1576,170-1111
20201125,770006,1637,170-1111
20201125,20035,1552,170-1111
20201125,30028,8707,171-1111
20201125,790003,8792,171-1111
20201125,30026,8704,171-1111
20201125,160012,1598,170-1111
20201125,280011,8791,171-1111
20201125,240011,1615,170-1111
20201125,30023,8713,171-1111
20201125,450020,8817,171-1111
20201125,780005,1632,170-1111
20201125,10033,1564,170-1111
20201125,140013,8848,171-1111
20201125,220015,8828,171-1111
20201125,460012,1619,170-1111
20201125,450023,8797,171-1111
20201125,240022,2095,170-1111
20201125,810003,1871,170-1111
20201125,460017,1622,170-1111
20201125,440005,8805,171-1111
20201125,120020,8764,171-1111
20201125,10032,1570,170-1111
20201125,100020,1695,170-1111
20201125,770007,1634,170-1111
20201125,770008,1625,170-1111
20201125,20028,1568,170-1111
20201125,2060003,8754,171-1111
20201125,750011,1633,170-1111
20201125,220018,8856,171-1111
20201125,250022,8744,171-1111
20201125,400011,8735,171-1111
20201125,230016,1604,170-1111
20201125,130016,8864,171-1111
20201125,110022,8829,171-1111
20201125,450022,8809,171-1111
20201125,30025,8709,171-1111
20201125,430007,8814,171-1111
20201125,230023,1595,170-1111
20201125,730006,1867,170-1111
20201125,410021,8807,171-1111
20201125,150017,8798,171-1111
20201125,2140001,1865,170-1111
20201125,700024,1782,170-1111
20201125,20039,1549,170-1111
20201125,2010004,8793,171-1111
20201125,240020,2090,170-1111
20201125,120019,8763,171-1111
20201125,120017,8767,171-1111
20201125,2160006,1777,170-1111
20201125,780004,1638,170-1111
20201125,420014,8783,171-1111
20201125,150012,8780,171-1111
20201125,100019,1702,170-1111
20201125,20030,1546,170-1111
20201125,450025,8784,171-1111
20201125,210004,8801,171-1111
20201125,130017,8840,171-1111
20201125,700013,1772,170-1111
20201125,10034,1562,170-1111
20201125,2140002,1869,170-1111
20201125,200014,8730,171-1111
20201125,240013,2091,170-1111
20201125,200017,8741,171-1111
20201125,140022,8838,171-1111
20201125,10035,1536,170-1111
20201125,700026,1760,170-1111
20201125,790014,8803,171-1111
20201125,230018,1611,170-1111
20201125,400032,8722,171-1111
20201125,250017,8737,171-1111
20201125,820013,1873,170-1111
20201125,90015,96,264-1111
20201125,110019,8860,171-1111
20201125,20037,1555,170-1111
20201125,460014,1620,170-1111
20201125,220017,8835,171-1111
20201125,2160004,1791,170-1111
20201125,140015,8847,171-1111
20201125,90012,97,264-1111
20201125,30032,8705,171-1111
20201125,2010002,8812,171-1111
20201125,2010579,8795,171-1111
20201125,2160002,1635,170-1111
20201125,2070001,8753,171-1111
20201125,220020,8836,171-1111
20201125,250024,8739,171-1111
20201125,120022,8761,171-1111
20201125,400013,8740,171-1111
20201125,100022,1700,170-1111
20201125,720015,1768,170-1111
20201125,160014,1601,170-1111
20201125,220019,8859,171-1111
20201125,2030002,8750,171-1111
20201125,130018,8853,171-1111
20201125,450024,8815,171-1111
20201125,230025,1610,170-1111
20201125,10036,1548,170-1111
20201125,160011,1597,170-1111
20201125,2030004,8751,171-1111
20201125,20032,1550,170-1111
20201125,430008,8814,171-1111
20201125,280015,8786,171-1111
20201125,30030,8712,171-1111
20201125,30027,8706,171-1111
20201125,280014,8788,171-1111
20201125,2060001,8806,171-1111
20201125,770010,1637,170-1111
20201125,110021,8826,171-14593
20201125,120021,8766,171-1111
20201125,800001,1872,170-1111
20201125,110024,8850,171-1111
20201125,420011,8808,171-1111
20201125,400034,8735,171-1111
20201125,720008,1767,170-1111
20201125,700028,1764,170-1111
20201125,400036,8789,171-1111
20201125,30029,8703,171-1111
20201125,100021,1701,170-1111
20201125,460016,1617,170-1111
20201125,10038,1567,170-1111
20201125,410023,8799,171-1111
20201125,720017,1775,170-1111
20201125,450027,8810,171-1111
20201125,240015,1616,170-1111
20201125,130019,8831,171-1111
20201125,140024,8852,171-1111
20201125,250019,8726,171-1111
20201125,90014,94,264-1111
20201125,10039,1554,170-1111
20201125,230020,1608,170-1111
20201125,10041,1569,170-1111
20201125,10042,1558,170-1111
20201125,20034,1557,170-1111
20201125,230029,1606,170-1111
20201125,420016,8783,171-1111
20201125,140017,8874,171-1111
20201125,730007,1868,170-1111
20201125,130020,8827,171-1111
20201125,200016,8721,171-1111
20201125,440007,8807,171-1111
20201125,700015,1776,170-1111
20201125,400015,8722,171-1111
20201125,250026,8731,171-1111
20201125,220022,8858,171-1111
20201125,10040,1540,170-1111
20201125,240026,2094,170-1111
20201125,250028,8742,171-1111
20201125,230029,1606,170-1111
20201125,230027,2089,170-1111
20201125,100024,1698,170-1111
20201125,150021,8813,171-1111
20201125,430009,8814,171-1111
20201125,770009,1627,170-1111
20201125,90017,93,264-1111
20201125,240024,1614,170-1111
20201125,450026,8811,171-1111
20201125,110026,8851,171-1111
20201125,2140004,1866,170-1111
20201125,760003,1640,170-1111
20201125,200019,8816,171-1111
20201125,100023,1692,170-1111
20201125,20036,1577,170-1111
20201125,450029,8817,171-1111
20201125,400038,8740,171-1111
20201125,440004,8799,171-1111
20201125,20041,1574,170-1111
20201125,450028,8797,171-1111
20201125,160013,1600,170-1111
20201125,410025,8794,171-1111
20201125,150014,8785,171-1111
20201125,140026,8833,171-1111
20201125,130022,8861,171-1111
20201125,10043,1556,170-1111
20201125,460021,1619,170-1111
20201125,30034,8710,171-1111
20201125,780007,1636,170-1111
20201125,410010,8805,171-1111
20201125,2150002,1634,170-1111
20201125,2150004,1628,170-1111
20201125,240017,2092,170-1111
20201125,820015,1873,170-1111
20201125,30031,8711,171-1111
20201125,160016,2162,170-1111
20201125,250021,8738,171-1111
20201125,130021,8873,171-1111
20201125,110023,8849,171-1111
20201125,140019,8862,171-1111
20201125,200018,8734,171-1111
20201125,460018,1622,170-1111
20201125,220021,8854,171-1111
20201125,2050002,8755,171-1111
20201125,410027,8802,171-1111
20201125,420013,8783,171-1111
20201125,740009,1870,170-1111
20201125,120026,8769,171-1111
20201125,230022,1758,170-1111
20201125,450031,8809,171-1111
20201125,100026,1691,170-1111
20201125,220024,8872,171-1111
20201125,210009,8782,171-1111
20201125,10045,1544,170-1111
20201125,400017,8735,171-1111
20201125,10044,1565,170-1111
20201125,100025,1697,170-1111
20201125,211187,8801,171-1111
20201125,30036,8701,171-1111
20201125,450030,8784,171-1111
20201125,720010,1769,170-1111
20201125,110028,8857,171-1111
20201125,120023,8760,171-1111
20201125,20038,1538,170-1111
20201125,10046,1545,170-1111
20201125,790016,8792,171-1111
20201125,400042,8789,171-1111
20201125,420018,8808,171-1111
20201125,400040,8722,171-1111
20201125,30033,8714,171-1111
20201125,140021,8855,171-1111
20201125,10047,1570,170-1111
20201125,220026,8839,171-1111
20201125,210006,8791,171-1111
20201125,2050004,8750,171-1111
20201125,700017,1778,170-1111
20201125,20043,1534,170-1111
20201125,2080004,1639,170-1111
20201125,730008,1861,170-1111
20201125,140028,8868,171-1111
20201125,250023,8727,171-1111
20201125,460023,1620,170-1111
20201125,820002,1873,170-1111
20201125,240019,1624,170-1111
20201125,750013,1625,170-1111
20201125,430010,8790,171-1111
20201125,240030,2091,170-1111
20201125,90019,97,264-1111
20201125,200021,8724,171-1111
20201125,700019,1790,170-1111
20201125,130023,8864,171-1111
20201125,110025,8830,171-1111
20201125,220023,8841,171-1111
20201125,410029,8805,171-1111
20201125,800003,2133,170-1111
20201125,780009,1638,170-1111
20201125,160015,1596,170-1111
20201125,130024,8845,171-1111
20201125,120028,8770,171-1111
20201125,720012,1770,170-1111
20201125,100028,1699,170-1111
20201125,720019,1766,170-1111
20201125,230024,1759,170-1111
20201125,220025,8865,171-1111
20201125,10049,1560,170-1111
20201125,450033,8815,171-1111
20201125,90016,96,264-1111
20201125,160018,2161,170-1111
20201125,250030,8728,171-1111
20201125,770012,1632,170-1111
20201125,400019,8740,171-1111
20201125,150025,8787,171-1111
20201125,10050,1566,170-1111
20201125,230031,1609,170-1111
20201125,10048,1537,170-1111
20201125,450032,8810,171-1111
20201125,730009,1867,170-1111
20201125,30035,8704,171-1111
20201125,110030,8834,171-1111
20201125,30038,8702,171-1111
20201125,700030,2163,170-1111
20201125,240028,1615,170-1111
20201125,280018,8804,171-1111
20201125,140023,8840,171-1111
20201125,100030,1696,170-1111
20201125,120025,8846,171-1111
20201125,150016,8798,171-1111
20201125,30037,8707,171-1111
20201125,20040,1536,170-1111
20201125,400044,8735,171-1111
20201125,420015,8808,171-1111
20201125,220028,8828,171-1111
20201125,20045,1571,170-1111
20201125,140030,8848,171-1111
20201125,450035,8811,171-1111
20201125,100027,1693,170-1111
20201125,10051,1548,170-1111
20201125,240021,2093,170-1111
20201125,90021,94,264-1111
20201125,130025,8853,171-1111
20201125,450034,8817,171-1111
20201125,500006,1623,170-1111
20201125,820017,1873,170-1111
20201125,200020,8729,171-1111
20201125,250032,8725,171-1111
20201125,110027,8837,171-1111
20201125,250025,8744,171-1111
20201125,460020,1619,170-1111
20201125,720017,1775,170-1111
20201125,790005,8795,171-1111
20201125,10053,1559,170-1111
20201125,420020,8783,171-1111
20201125,430011,8790,171-1111
20201125,720017,1775,170-1111
20201125,130026,8838,171-1111
20201125,120030,8767,171-1111
20201125,30040,8713,171-1111
20201125,230026,1607,170-1111
20201125,400021,8722,171-1111
20201125,410012,8802,171-1111
20201125,450036,8809,171-1111
20201125,230033,1761,170-1111
20201125,20047,1539,170-1111
20201125,120027,8764,171-1111
20201125,10054,1561,170-1111
20201125,110032,8871,171-1111
20201125,720021,1767,170-1111
20201125,400048,8789,171-1111
20201125,20042,1554,170-1111
20201125,10057,1542,170-1111
20201125,10052,1547,170-1111
20201125,400046,8740,171-1111
20201125,30042,8709,171-1111
20201125,430012,8807,171-1111
20201125,160017,1598,170-1111
20201125,410031,8806,171-1111
20201125,100032,1694,170-2705
20201125,140032,8847,171-1111
20201125,90018,93,264-1111
20201125,740006,1870,170-1111
20201125,130027,8827,171-1111
20201125,10055,1540,170-1111
20201125,100029,1695,170-1111
20201125,460025,1622,170-1111
20201125,30039,8712,171-1111
20201125,280019,8788,171-1111
20201125,240023,2095,170-1111
20201125,140025,8831,171-1111
20201125,100034,1702,170-1111
20201125,250034,8737,171-1111
20201125,220027,8856,171-1111
20201125,250027,8739,171-1111
20201125,110029,8829,171-1111
20201125,800008,1872,170-1111
20201125,420017,8783,171-1111
20201125,2140003,1869,170-1111
20201125,120032,8763,171-1111
20201125,30046,8703,171-1111
20201125,450037,8784,171-1111
20201125,210011,8791,171-1111
20201125,220030,8835,171-1111
20201125,200023,8733,171-1111
20201125,400023,8735,171-1111
20201125,700032,1771,170-1111
20201125,10056,1564,170-1111
20201125,820019,1873,170-1111
20201125,440009,8805,171-1111
20201125,130028,8852,171-1111
20201125,770011,1639,170-1111
20201125,240032,1616,170-1111
20201125,240034,2092,170-1111
20201125,220029,8836,171-1111
20201125,700021,1785,170-1111
20201125,720023,1769,170-1111
20201125,130029,8861,171-1111
20201125,120029,8761,171-1111
20201125,150018,8813,171-1111
20201125,420022,8808,171-1111
20201125,720014,1779,170-1111
20201125,20044,1556,170-1111
20201125,400050,8722,171-1111
20201125,200022,8720,171-1111
20201125,10049,1618,170-1111
20201125,30041,8705,171-1111
20201125,140034,8874,171-1111
20201125,30044,8706,171-1111
20201125,210008,8782,171-1111
20201125,20049,1572,170-1111
20201125,410033,8802,171-1111
20201125,220032,8859,171-1111
20201125,140027,8873,171-1111
20201125,730010,1868,170-1111
20201125,790018,8755,171-1111
20201125,120034,8766,171-1111
20201125,90020,97,264-1111
20201125,230035,1603,170-1111
20201125,450038,8815,171-1111
20201125,90023,96,264-1111
20201125,100031,1700,170-1111
20201125,240025,2090,170-1111
20201125,780006,1636,170-1111
20201125,410014,8806,171-1111
20201125,10059,1546,170-1111
20201125,430013,8807,171-1111
20201125,250036,8726,171-1111
20201125,110031,8850,171-1111
20201125,460022,1620,170-1111
20201125,450039,8810,171-1111
20201125,250029,8731,171-1111
20201125,20046,1549,170-1111
20201125,10058,1576,170-1111
20201125,400025,8740,171-1111
20201125,400052,8735,171-1111
20201125,130030,8833,171-1111
20201125,10058,1576,170-1111
20201125,10061,1550,170-1111
20201125,30043,8710,171-1111
20201125,20051,1562,170-1111
20201125,280022,8801,171-1111
20201125,110036,8860,171-1111
20201125,160020,1597,170-1111
20201125,130031,8845,171-1111
20201125,420019,8808,171-1111
20201125,450040,8811,171-1111
20201125,430014,8790,171-1111
20201125,200025,8730,171-1111
20201125,450041,8796,171-1111
20201125,140036,8862,171-1111
20201125,100033,1698,170-1111
20201125,240027,2094,170-1111
20201125,250031,8742,171-1111
20201125,460027,1619,170-1111
20201125,100036,1701,170-1111
20201125,90022,94,264-1111
20201125,780011,1627,170-1111
20201125,230037,1611,170-1111
20201125,110033,8851,171-1111
20201125,250040,8727,171-1111
20201125,760005,1640,170-1111
20201125,250038,8738,171-1111
20201125,220031,8858,171-1111
20201125,240036,1624,170-1111
20201125,30045,8701,171-1111
20201125,420024,8783,171-1111
20201125,140029,8864,171-1111
20201125,410035,8806,171-1111
20201125,120033,8769,171-1111
20201125,10060,1569,170-1111
20201125,200024,8741,171-1111
20201125,820004,1873,170-1111
20201125,30048,8711,171-1111
20201125,400027,8722,171-1111
20201125,220034,8854,171-1111
20201125,120036,8760,171-1111
20201125,20048,1574,170-1111
20201125,140038,8855,171-1111
20201125,130032,8868,171-1111
20201125,400054,8723,171-1111
20201125,90025,93,264-1111
20201125,240038,1618,170-1111
20201125,720025,1770,170-1111
20201125,160019,2162,170-1111
20201125,110038,8826,171-14593
20201125,450042,8784,171-1111
20201125,20053,1567,170-1111
20201125,420021,8793,171-1111
20201125,10063,1577,170-1111
20201125,30047,8702,171-1111
20201125,410016,8805,171-1111
20201125,440006,8802,171-1111
20201125,130033,8838,171-1111
20201125,30050,8704,171-1111
20201125,100035,1691,170-1111
20201125,240029,1614,170-1111
20201125,280023,8804,171-1111
20201125,100038,1697,170-1111
20201125,450043,8809,171-1111
20201125,460024,1622,170-1111
20201125,220033,8872,171-1111
20201125,250033,8728,171-1111
20201125,140031,8848,171-1111
20201125,430015,8790,171-1111
20201125,700034,1786,170-1111
20201125,140040,8840,171-1111
20201125,200027,8721,171-1111
20201125,30052,8707,171-1111
20201125,130034,8853,171-1111
20201125,120038,8846,171-1111
20201125,210013,8782,171-1111
20201125,400085,8735,171-1111
20201125,220036,8865,171-1111
20201125,820021,1873,170-1111
20201125,20057,1545,170-1111
20201125,400056,8740,171-1111
20201125,2110004,8795,171-1111
20201125,230039,1604,170-1111
20201125,120035,8767,171-1111
20201125,440011,8787,171-1111
20201125,720018,1768,170-1111
20201125,20050,1534,170-1111
20201125,750015,1632,170-1111
20201125,20055,1558,170-1111
20201125,430016,8807,171-1111
20201125,210010,8791,171-1111
20201125,30049,8713,171-1111
20201125,10062,1544,170-1111
20201125,450044,8810,171-1111
20201125,730012,1863,170-1111
